Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.084661946,8.313712744,10.28338287,9.916544014,7.371729299,8.735933476,-1.267261863,-5.474906346,2.374588027,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.103964567,7.018608035,3.89449408,4.602992089,3.927535516,0.550504962,2.356712932,8.074288685,6.390526475,5.017187436,9.428280616,1.658913746,-6.50525442,-3.605636983,1.963023975,1.319260091,4.30813787,2.200346891,4.311317806,7.481450239,3.642226802
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.20388562,10.15611716,10.69571298,7.937191975,9.093965599,-0.079644772,2.995020166,16.24195681,13.56570351,7.307329667,5.146351836,12.1465546,5.587463805,6.476161343,3.242819523,0.322503206,1.035299166,5.555087222,6.20781574,1.670441635,5.339926942,2.082499985,3.359101548,0.933213698,4.036940321,4.190144597,7.139711336,2.910016229,0.57474682,7.315199189,7.726115147,7.759266109,4.116756392,7.427845262,6.602924827,5.314386194,3.661393179,4.166588056,3.615838883,8.169051764,0.025295315,0.161829705,0.767566116,4.569715342,4.13344637,5.210821256,5.773553319,2.988395449,1.38160711,5.223903929,4.65783121,1.942507688,4.111155206,3.410136515,3.037943899,4.094335591,3.331562794
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.207245914,6.203650458,5.609727978,2.797702279,3.26802372,5.984794225,7.178612466,6.544554655,6.098059996,5.268692965,1.818107992,3.690485743,7.125862305,5.500141136,-2.090162924,7.125385155,2.560500797,3.240139803,5.959159446,3.43001638,0.844227627,0.413585665,1.169203492,3.225852384,2.798085727,2.859971888,3.191960614,4.194377273,3.388383509,1.985774903,1.538447552,0.83427547,-0.852805758,2.151023645,2.886836739,1.286369404,1.83536199,1.616076034,1.55985028,3.710106587,1.772188761,0.24854744,0.151318188,1.581938861,0.949666258,2.006586655,1.473868547,-1.050402835,-5.48205504,1.686523403,0.576623022,-2.819013779,-1.728160802,0.113673238,0.951958872,0.85826263,1.502291372
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,1.808638519,5.744132216,5.574673871,12.06440904,2.458073452,18.00855529,-5.485509091,-4.22926131,-0.256092257,-6.694245095,-2.597548698,-0.053700315,-1.060041317,-5.714159246,2.639447994,2.069231624,1.909078402,-1.5423458,-2.943635575,1.882588185,7.850354827,3.974302015,7.173304346,4.200535115,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.811736703,-4.336536349,-1.466295551,1.731465278,-0.623958289,0.498740903,0.682766679,0.892651592,1.373527361,0.481488516
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,24.30957216,6.509946267,21.00411821,9.120068139,19.01174969,4.707515069,7.385024588,1.990395284,8.640643951,3.456390535,7.014158032,2.895607697,-1.852106645,-13.45211468,0.97375649,1.823896404,18.66483555,4.630914985,4.986439995,6.186342349,2.087347509,3.307893007,2.993938324,3.409474478,4.245247419,5.268616571,5.784480682,4.161050302,8.567297894,8.146583289,8.093331161,8.175719022,7.23240848,5.47658105,2.311392474,2.586784331,2.651170555,2.828766804,3.096330275,2.39169597,2.003733642,1.970023751
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,12.04353641,8.908972996,8.473642383,11.6767082,5.819707873,10.63856156,11.08214232,12.88246814,12.47789451,0.399050645,4.698992042,8.413547255,8.032599975,-1.225239828,3.091575916,3.974984091,4.39033795,5.271941503,5.484041832,2.817591208,4.209336465,3.312456737,3.523044985,4.501994816,5.233380947,3.326525616,4.73066586,6.78502011,4.858037686,4.892713066,3.417496762,0.848069581,-0.517919847,0.993066363,2.742140322,3.099999291,1.076045234,-1.128409829,-0.251954272,2.779632825,0.406335903,0.117992777,1.528220148,2.204687882,1.662670405,1.420006556,1.654183881,-1.0935406,-5.416412797,4.191739259,-0.11542134,1.495089586,2.000267841,0.374719476,1.353823114,0.938193886,1.712581131
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-5.299999999,-9.200000002,-12.6,-8.200000003,0.500000002,1.699999999,-1.899999999,2.699999998,9.800000002,13.5,9.800000002,9.3,9.6,9.699999999,10.7,8.9,3.3,1.199999999,7.3,7.4,4.8,6,4.2,1.2,1.1,4
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-7.774634904,9.457358742,8.778340216,4.964467288,2.009094171,14.7285664,3.361232032,7.98268997,7.959224456,-4.655446914,22.17389193,17.08242935,5.896580215,4.065617347,0.882203178,2.153964497,9.453797849,6.912493547,7.615226042,5.591976207,3.773544197,1.506478254,1.309050242,1.755216977,4.30056182,7.177555391,5.937107446,6.20318382,4.690348768,4.192050974,1.438346791,-0.79949396,0.353197256,2.632784519,4.406216526,4.146839267,0.47490192,3.290213723,2.305388596,0.599695392,3.779906496,0.54685953,2.932475546,5.104299776,5.906666082,6.472494299,6.850729771,0.232282746,3.306939815,8.405699224,6.10826372,4.563209131,5.878689477,5.357116778,5.718507131,5.869192849,4.88544448
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299968375,13.20003006,2.789750936,5.702796635,-7.851065742,-13.88870885,-15.45932467,-20.08515857,-5.423822049,7.084502419,9.915168114,2.121835392,3.655789576,5.426673849,5.32158429,-0.017353166,7.030296139,7.026859719,-0.175548229,3.102898691,8.542874896,8.401615957,2.8862947,-0.471566848,5.956274377,-0.088150193,10.91546938,4.024038629,3.875825531,4.335855901,4.583638398
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.80863877,9.903468901,5.89750561,4.006621073,4.681632108,12.70538113,10.7119948,7.446606976,6.578939503,8.505895557,10.34052878,13.25008691,10.77108367,10.21257391,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.356665149,7.142571101,7.036087179,6.953094396,6.814723618
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-2.290060344,12.07922685,20.90988292,45.30275362,5.344419884,-26.76823252,-4.612629567,1.05959334,-11.58499423,-16.50773235,-3.305785124,6.837606838,-0.8,4.838709677,-6.923076923,-0.826446281,-9.166666667,9.174311927,-3.361344538,-0.869565217,0,0.877192982,0.869565217,1.724137931,0,1.694915254,1.666666667,6.557377049,-1.538461538,6.25,-1.470588235,3.787462687,2.006324636,-1.629360204,4.951631626,-1.581000681,2.202171925,-1.847437264,0.289623952,-1.607639217,0.476842245,5.187798487,5.782166321,0.893016655,10.29603364,1.140247258,3.102807007
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,4.380345481,7.474305387,8.280045048,1.126758011,0.474281312,1.245880844,8.622178152,8.614184822,10.58358644,6.349362174,9.509029357,5.645910121,4.890818842,-2.148359682,4.277277035,7.005372884,5.313154173,5.752822815,5.886159705,6.896333415,-0.667313658,3.38849989,10.69432128,5.463779664,2.582169298,-3.615197641,3.606676751,8.771432629,1.812032581,-0.176540921,6.291915218,-3.020041565,-2.249103079,2.398730628,-0.600550412,6.219894476,5.963056556,3.976354829,2.209120435,1.743095266
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.88240249,3.838921281,9.190386938,9.459345519,7.183699073,11.98352983,9.116893328,13.18862888,14.54123499,9.997406565,10.45469327,7.150714777,14.82755434,9.460873462,7.863511656,13.11515884,12.27766122,10.77449137,8.625632389,-1.70127653,7.180510839,8.265021265,13.24206343,10.44291111,7.749645999,11.22408642,12.46726605,11.90471861,7.029710016,9.811229684,10.35395136,6.175505687,6.846743917,9.206141515,9.570604132,7.594509089,5.922185464,-5.471219258,11.30862149,8.924426034,4.525306764,7.432433614,2.933217902,4.89984045,3.923677392,5.176153818,5.463396393,2.829223173,0.707509946,6.496793586,3.681688569,2.292397846,2.896204935,3.341447761,2.790236167,2.929304795,3.062768462
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,12.31556112,2.380541166,9.355455835,2.735418635,3.181749609,7.671405977,4.401129175,-4.810750872,-9.552721906,-8.000088326,9.098076499,-0.103370273,7.359335593,13.914124,-20.61552521,-19.02970303,-12.31483711,10.41418846,5.239900363,-4.257718792,8.565233495,8.142556264,-10.0496666,25.8951771,,,,33.99046707,8.436165768,4.858291224,0.605126978,2.473325247,3.662055103,-1.789009463,4.694581988,0.729026414,3.000000009,17.32000038,10.7621943,10.07595099,7.52024923,5.991661246,2.479843833,-7.076102616,-2.367061944,9.628436082,6.626388081,1.149038847,0.500876982,0.593019617,3.547005088,-2.866431054
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.830317876,5.954920438,3.672982731,7.371756382,4.464377827,4.528999932,4.724211534,8.704270807,5.781796985,7.513605953,6.856488665,8.541520725,10.18989699,6.843847187,4.893352403,7.285394925,4.461300704,4.625347043,6.100462003,6.500340056,0.76591553,-0.039181926,-3.248481095,4.106290986,4.733036359,4.158866459,3.343906087,0.996242273,1.833450213,0.582199087,2.942368364,1.744524394,3.64464063,4.474375027,1.573141644,3.202377889,4.721363565,1.821288086,0.326354852,4.188281902,1.146469366,1.147552391,0.870077023,6.035124302,3.926267865,5.11006932,5.380607558,4.051318418,-1.529302836,5.613853703,4.212547629,3.07326064,2.800583161,1.275629672,-0.339278681,-0.445587577,1.598900751
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,5.069963948,4.885133261,-1.425792382,-2.01020105,14.19063663,6.704578687,4.296563641,5.559857768,5.912556556,8.15901853,7.031254328,6.928323725,6.872091273,3.967608091,7.306376073,5.798782326,5.751412882,5.918743682,6.067002304,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.269591775,7.023091874,6.892747966
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.45111821,26.53316009,38.2007091,4.499936955,6.997966118,8.003148048,6.53494563,5.136503876,-2.286786101,3.592643299,-0.453074266,1.34406653,3.871259086,3.415104761,3.222473968,5.913768934,2.732282853,1.556479033,9.349502765,10.47387233,10.05447737,8.037249555,0.9176978,2.804246836,2.636234039,2.002921346,0.815560066,2,2.020832396
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.439985421,1.344606077,2.274460637,5.151961324,4.793786277,7.702655981,6.745790859,4.768871689,7.28847301,6.663192709,4.90483027,4.140495641,-2.255975198,4.753200336,-3.468589489,5.310734074,1.587984567,4.816220628,3.26481969,-4.09836407,-2.136750115,-2.432937247,-1.896852815,-2.1073157,-0.843318159,-1.6785981,-1.001600753,-2.041898168,-26.66844934,-51.03086495,-14.22521176,-35.08568109,-32.9753915,-21.7623498,-4.266211604,12.12121212,106.2798092,30.20813102,21.74144788,28.61593335,2.918717298,3.762764999,-30.14522252,2.620605256,5.28197573,8.043162022,9.534892858,7.146939285,5.300099075,6.099944692,8.199998146,7.99445127,8.703875016,0.701141636,0,-1.6,2.454596437
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.679213293,-1.762878168,-0.958849381,13.01600108,4.461629982,11.87072893,6.500547227,6.352316994,2.66735579,-0.790141832,5.021289739,-62.07591958,123.139555,-13.6,-24,-8.862039401,-2.795468829,26.67587032
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,10.28856488,3.820828689,-2.060466017,6.230482782,2.11478358,4.938782915,7.143671861,8.24988369,14.17813826,4.146549698,13.5831954,9.135551,9.918963793,0.577777011,7.779463398,0.609627251,1.760636019,1.690371491,2.944126917,-0.532010724,6.299899844,2.719610189,0.040295207,-3.316017287,0.339666287,4.325733879,7.249075599,-0.36249053,6.222282022,0.985386171,5.654321009,1.180015169,-1.622156007,0.630457972,0.181454981,3.394611044,-0.21548569,1.963608034,1.653612508,2.690312051
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.549731604,4.792842247,2.582877505,7.458728035,5.193295786,4.109606715,4.410814947,7.827458584,6.284198425,6.625444577,6.664701447,7.180268575,8.624273249,6.371947302,3.724459589,6.158387424,4.842476518,3.904376214,6.58705319,6.251185426,0.345444392,-0.810799656,-2.755095763,3.914797594,3.558647746,4.490436244,3.414546413,0.904719918,1.374060135,0.386508854,3.722113186,2.864056992,3.915461627,4.607376386,1.495654,3.526330303,5.132582996,2.23034401,0.135187782,3.754907052,0.884096222,0.29396996,1.553940893,6.34555849,4.251633376,5.262886529,5.518465276,3.934284435,-1.861524329,5.836391917,4.354679272,2.802545333,2.789156133,0.993294581,0.08098876,-0.47616584,1.725354183
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.063437341,1.562963964,2.01483852,2.295996715,1.741449362,3.493374075,4.04704464,2.491149143,2.209928734,0.099339613,1.652318388,0.449817436,-0.398699573,1.041100847,5.748808462,5.955058284,4.866329456,3.981715159,4.156136131,4.319084616,5.318283017,5.147568971,5.628267026,6.757874172,8.721832174,8.418448126,9.468780145,7.452922258,4.820053446,5.937644124,4.19888266,5.625139832,5.906120105,5.435476768,3.775027461,3.610156926,5.264221626
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,3.483145819,2.817462911,4.179854319,1.102534905,0.311656062,0.458181363,-3.76529129,-0.348317908,1.500827391,3.678102298,5.361994035,3.558815028,3.421082646,3.183508659,2.336978605,4.575530685,2.465731119,3.21874428,5.51773198,6.023822855,4.853005616,6.105381528,4.933763319,5.283228518,6.731313251,4.526019972,6.308557563,5.745883169,5.702758028,1.782688265,2.477560912,5.685067696
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,1.669222008,1.669219563,1.669225644,1.669222506,1.669232277,4.75867204,4.758677091,4.758676835,4.758671481,4.758672524,4.814820214,-1.590106881,0.538599942,4.28570942,7.020554489,4,9.230767982,5.633798309,4.491985305,2.252870971,1.801168977,3.608293936,4.332100221,6.866145963,5.875552199,6.905300734,7.225135037,7.761262133,10.41092416,3.220190998,-0.733091477,-0.993919345,-1.937566245,3.039173512,4.828074952,8.644969847,3.325962956,1.798087686,-1.157481822,,,,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,3.818019558,2.516748594,3.906433837,2.536953535,5.023789439,6.43902442,5.801094167,7.716819662,3.846629855,1.306905402,-0.410479919,7.057398935,3.845830837,6.126233165,3.33510669,5.100590268,5.653836852,6.403556925,5.846026516,5.699524769,4.1414957,4.813990971,5.099146561,4.999406369,4.355546917,1.725610691,2.472685038,2.299301414,6.399995307,4.599987245,4.399991252,6.900063252,5.599918727,5.500085232,3.799967205,6.405399698,4.698423046,4.300540498,6.00003316,-1.545408134,3.964675686,5.940269078,5.445061278,6.241748045,7.6682919,6.796826119,5.950088145,3.538912053,8.015959407,8.404738131,9.144579388,3.395722774,4.960706541,5.007683305,4.468829688,3.112558095
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.659452194,3.671711888,4.896445257,6.064890728,1.831158355,1.047082861,1.886412025,4.662232129,7.775482398,8.132313073,4.956717926,2.205186368,4.974762667,5.421682127,4.271097775,5.872644628,6.81579975,4.070815364,2.025078644,5.73101579,2.746889116,2.903408886,3.642859899,3.044110271,3.868268981,2.953694388,2.614113998,6.00003301,5.096327436,3.658461276,1.154122367,2.310772842,1.873297141,2.900907025,4.814177872,5.996738716,3.910963379,0.392206364,4.50987073,4.360428129,4.33246332,3.972887729,6.393473314,8.590324246,6.858564752,7.651332539,7.961601418,4.972976561,5.046483778,7.412309742,5.51003669,5.156841378,5.541562998,5.665554223,5.703220568,5.182539506,5.317656577
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.986609064,4.39817139,5.548538351,7.43012358,5.285171877,4.771642464,3.770137444,6.782329273,7.604399975,8.379236936,6.462645609,6.754870808,7.709318321,6.111100713,4.261270288,7.235560296,4.089626339,3.243759287,3.800163965,3.917830233,2.009077496,2.976739042,1.058788403,4.409310023,4.851857201,3.704523576,4.405794809,3.92869746,3.173024337,2.24186126,0.892971039,0.457651442,2.735896172,2.309536686,3.750961804,4.805727131,4.72803067,1.882138008,3.377180675,5.748738164,3.613057545,4.521683901,5.368565903,8.036794121,6.999436182,8.032829658,8.632672144,5.69436893,2.507237058,7.438798908,6.12119646,5.246518397,5.169146415,4.55113571,3.895941831,4.1863081,4.923936679
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.864795166,15.33181432,10.61506999,8.251118125,2.154105569,-0.40552139,10.91206152,-0.367120041,1.547536693,2.177071167,5.113717712,-0.202708346,26.40488106,10.98008895,-13.51349756,11.04912916,21.80903496,18.31687489,2.893918778,-2.74477924,0.694638145,4.457203889,1.986165354,5.534897826,2.61024933,4.684856037,0.72972822,8.601919079,5.795244407,6.04547333,6.966607027,6.956365223,3.509766247,5.979873611,3.290938577,5.597035225,3.703603718,1.537655865,0.476024858,3.875546607,3.561582447,0.723835899,4.55977684,1.692373899,3.466122936,4.230094921,4.832963322,6.739533681,2.1543082,6.072038616,6.901334072,5.998071843,1.843045061,3.121721844,2.516587746,2.397154488,5.590876671
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.429039739,3.195029685,3.63402347,6.619726547,6.157218089,6.516750679,2.663176959,6.878264678,9.937191375,9.971541698,8.533810083,8.250077731,9.700991359,6.426978634,4.763772042,7.127918853,6.374943639,5.415551644,7.4744659,8.313188162,-0.140338148,1.705465564,0.576885412,7.190621551,7.279104733,5.965029916,5.915507901,4.501279306,4.358735266,0.276572223,0.445755729,-0.72318757,3.251713946,3.375762129,5.029952737,4.352281975,4.989544657,2.07817126,4.133497798,6.760837818,4.720916825,5.545667523,6.339518734,7.859116279,7.165874427,8.743072616,9.614169473,6.527735031,2.664624057,7.635175369,6.842968774,5.364998463,5.211663947,4.580160374,3.814688231,3.688738577,4.815785227
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.149958426,8.293228719,7.467176003,-1.134642895,3.83166714,6.524430875,6.760749533,10.53856477,6.550083027,7.727407918,7.406444355,11.08695439,2.628077961,-14.81416332,1.639819649,6.043130715,3.82695401,3.49858087,3.537585824,2.034648974,2.344880739,3.828936273
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.829983122,1.358677671,3.43910854,7.865828819,-0.734933604,1.105904112,0.216730812,4.183872427,9.972857943,4.507040707,2.667235889,6.598193038,8.312676859,4.212467577,-6.571371092,2.534331942,1.569776234,4.07497187,2.345608822,0.840882426,-0.550950006,1.131296529,2.989077105,6.186938986,2.791706464,9.983934531,3.950977975,8.463283138,9.798061646,5.319932182,8.644190076,1.819652855,4.200648194,3.820921124,1.432200278,1.388428352,5.709717091,6.044651468,8.481002825,8.239799112,2.531974923,3.819469797,1.62928705,3.612176707,3.172442733,5.178485966,8.354553209,-1.279585572,-4.358607005,4.86496856,2.539234839,-0.35251936,3.654370385,5.771915882,2.861674636,3.082643316,2.297941306
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.359019222,8.974129778,6.521769035,2.61895438,5.406858484,6.461310185,7.103029906,8.430691218,8.3355468,10.69703706,11.88938537,9.97926933,-3.547644225,-14.40169178,-3.940670306,6.381021259,4.034628375,2.429851208,1.858243652,2.971703832,2.208819298,4.549337701
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,10.02196303,8.459794174,0.732640006,6.693039097,14.29379001,7.811818102,5.024827288,7.978313377,3.659900531,13.29974059,5.185950623,4.253187965,3.295332767,-0.418563469,-0.279317065,-4.571655018,-2.358526181,5.74731531,2.888403426,8.946989686,11.65337508,26.7555231,8.059460705,13.31445817,14.44764939,3.393593534,1.320995558,25.26383542,21.67270836,9.237171168,11.20019047,-1.201113351,-21.59450546,-0.863118776,9.096103681
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,10.02884136,9.891739306,8.362165357,4.713460376,5.596893659,2.437237347,3.559310832,5.596049945,7.558221561,10.81278134,6.059167679,2.232663388,4.793787205,3.642164813,-1.74343493,8.957372023,1.386569577,6.418386321,6.007652072,9.271105769,-0.325004076,11.87523598,2.846202581,3.411812226,7.216088161,-2.097738761,-0.740591692,10.5880004,-5.405447867,12.37287628,-1.560702356,7.23855269,1.081332562,1.912872981,7.319967454,3.121449656,5.961162155,4.797018362,3.291639684,7.574631645,3.531594152,5.923277686,4.243757321,3.815717917,5.245697297,3.009961262,4.5354242,2.669493927,4.549502042,1.222443647,4.100000007
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.228060024,4.648309616,6.553757509,4.474611051,-0.972637494,4.411628782,3.553236083,3.953551301,3.534204929,1.685457433,0.922378369,2.432389472,1.194973349,1.484515634,1.708699684,2.452364682,2.484574172,4.598601474,4.163659309,2.643454173,1.015129919,1.366636037,-0.913915597,2.215624119,2.117151226,1.110730405,2.237247543,3.503268192,3.300541382,3.910231911,2.187729373,1.026496836,1.087535488,2.470486213,1.895413784,5.049346202,14.58244232,10,,,,,,,,,
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.877060161,1.647064468,-6.54219202,-3.368254442,2.107716052,6.100000281,7.799999787,6.599999906,7.39999984,7.500000095,4.799999869,3.000000199,7.8000001,-6.000000259,7.100000092,6.800000288,-0.700000153,9.400000099,4.799999749,-0.40000013,4.499999966,4.4999999
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.048632751,2.271069702,-0.929401624,3.962518848,-0.452253864,2.064552407,5.52856561,6.828786099,3.721222168,5.276455575,3.929365032,-1.272621531,-2.61847833,2.006879379,1.258691634,-3.068858391,2.364000359,-2.661805965,9.85465029,0.805770818,-9.698788375,-1.810194161,0.902106319,1.704678841,1.155877164,1.959105768,1.178085519,3.40341701,4.078892777,3.130029428,-6.309534393,1.186152287,2.096559819,-0.071608256,1.712213176,2.148915048,3.693492606,3.932336443,4.6591157,4.760065099,6.017824403,-12.67378814,9.784892131,5.257003604,4.602899965,5.022607002,6.240578451,7.128513539,-4.013860583,0.263110856,1.454392168,3.027508092,2.25520404,3.315854165,3.116614714,4.179990236,4.170794766
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.858646927,8.39794083,7.494683025,6.175655828,3.845810392,-3.943634354,7.268386313,13.75004982,6.033754049,-13.12905343,26.1114935,7.713867271,9.485332661,-7.228841465,7.265129068,8.566733531,2.517383942,7.281073979,7.329606386,2.245924401,6.163158257,8.828456057
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,11.65121381,19.20380184,11.67309399,16.13566127,11.7317209,9.961135419,-2.387703879,15.26091784,3.45656899,-4.829761862,4.692913215,-0.944026822,1.289001981,-1.91243708,-2.450746565,-1.375031504,-0.535095606,0.80586771,0.087775433,3.051661135,2.636950445,13.14524178,4.210650552,4.602593298,2.81185002,2.681043826,2.970031719,4.690297135,3.331245229,4.508589208,1.823395157,5.71528554,1.221215034,1.645405465,5.453029747,8.040201344,5.066969928,5.993401908,5.14270537,4.467850414,0.565397021,5.005113046,3.652631412,3.893473512,2.661312619,2.875874948,2.523570392,4.639968963,1.832862744
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.000000002,4.664414668,8.106886928,11.90548077,7.099999996,6.096139304,5.854924878,9.423278818,3.418620026,6.502484033,3.762467686,8.228807312,7.861119861,5.77682723,5.74448505,4.417444135,3.390639707,8.956942328,9.698170138,9.233251984,8.772600561,-0.62790261,-4.196296574,3.610180912,2.59338414,-3.753919881,1.855746992,1.245438058,4.198293258,5.068306313,4.222250716,3.628658713,4.061425854,4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445721,1.14358458,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.845283745,3.270472129,2.913328277,2.036585834
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,4.831228371,15.50800362,3.866025881,-6.257292643,24.54249933,9.363753782,7.789046773,-1.691608812,2.676246464,0.087888749,7.140800878,6.006245786,5.877715899,8.213227738,-10.30293333,-6.445670906,-2.844212465,-2.397154781,5.890694312,5.363361509,2.615853563,0.17013309,0.118540225,2.915454115,1.436703373,3.653172192,-1.644874333,-1.63596768,6.453637685,1.206520774,3.457866763,2.860079216,-0.756942819,-0.364546612,1.910494988,2.5
